name2	name	name	avHet	chrom	chromStart	txStart	txEnd
PBRM1	NM_001366072	rs10933	0.491732	chr3	52719815	52579367	52719929
PBRM1	NM_001350078	rs10933	0.491732	chr3	52719815	52579367	52719866
PBRM1	NM_001350076	rs10933	0.491732	chr3	52719815	52579367	52719866
PBRM1	NM_001350075	rs10933	0.491732	chr3	52719815	52579367	52719866
PBRM1	NM_001366076	rs10933	0.491732	chr3	52719815	52579367	52719929
PBRM1	NM_018313	rs10933	0.491732	chr3	52719815	52579367	52719866
PBRM1	NM_001350077	rs10933	0.491732	chr3	52719815	52579367	52719575
PBRM1	NM_001350074	rs10933	0.491732	chr3	52719815	52579367	52719575
PBRM1	NM_001366075	rs10933	0.491732	chr3	52719815	52579367	52719929
PBRM1	NM_001366074	rs10933	0.491732	chr3	52719815	52579367	52719929
PBRM1	NM_001350079	rs10933	0.491732	chr3	52719815	52579367	52719866
PBRM1	NM_001366071	rs10933	0.491732	chr3	52719815	52579367	52719929
PBRM1	NM_001366073	rs10933	0.491732	chr3	52719815	52579367	52719929
PBRM1	NM_181042	rs10933	0.491732	chr3	52719815	52579404	52719796
PBRM1	NM_001366070	rs10933	0.491732	chr3	52719815	52579367	52719929
GLT8D1	NM_001278281	rs10933	0.491732	chr3	52719815	52728499	52740099
GLT8D1	NM_001278280	rs10933	0.491732	chr3	52719815	52728499	52740099
GLT8D1	NM_152932	rs10933	0.491732	chr3	52719815	52728499	52737714
NEK4	NM_001348414	rs10933	0.491732	chr3	52719815	52742464	52804965
NEK4	NM_001348412	rs10933	0.491732	chr3	52719815	52742464	52804965
SNORD19C	NR_145744	rs10933	0.491732	chr3	52719815	52725393	52725460
SNORD136	NR_132757	rs10933	0.491732	chr3	52719815	52722902	52723049
NEK4	NM_003157	rs10933	0.491732	chr3	52719815	52742464	52804965
GNL3	NM_014366	rs10933	0.491732	chr3	52719815	52719935	52728510
NEK4	NM_001193533	rs10933	0.491732	chr3	52719815	52742464	52804965
GLT8D1	NM_018446	rs10933	0.491732	chr3	52719815	52728499	52740099
GLT8D1	NM_001010983	rs10933	0.491732	chr3	52719815	52728499	52740099
SNORD19B	NR_003687	rs10933	0.491732	chr3	52719815	52724753	52724846
SNORD69	NR_003057	rs10933	0.491732	chr3	52719815	52726751	52726828
SNORD19	NR_003047	rs10933	0.491732	chr3	52719815	52723255	52723331
GNL3	NM_206826	rs10933	0.491732	chr3	52719815	52719935	52728510
GNL3	NM_206825	rs10933	0.491732	chr3	52719815	52719935	52728510
SPCS1	NM_014041	rs10933	0.491732	chr3	52719815	52740121	52742197
ZSCAN2	NM_181877	rs11633075	0.258288	chr15	85113971	85144248	85166947
ZSCAN2	NM_017894	rs11633075	0.258288	chr15	85113971	85144248	85150116
LINC00933	NR_038273	rs11633075	0.258288	chr15	85113971	85114364	85123412
LINC00933	NR_038274	rs11633075	0.258288	chr15	85113971	85113879	85123412
ZSCAN2	NM_001007072	rs11633075	0.258288	chr15	85113971	85144248	85159841
UBE2Q2P1	NR_003661	rs11633075	0.258288	chr15	85113971	85070426	85114026
MIR137HG	NR_046105	rs1198588	0.323908	chr1	98552831	98453555	98515249
MIR2682	NR_039604	rs1198588	0.323908	chr1	98552831	98510798	98510907
MIR137	NR_029679	rs1198588	0.323908	chr1	98552831	98511625	98511727
SEZ6L2	NM_012410	rs12716973	0.471388	chr16	29937651	29882479	29910585
SEZ6L2	NM_001114099	rs12716973	0.471388	chr16	29937651	29882479	29910585
SEZ6L2	NM_001243332	rs12716973	0.471388	chr16	29937651	29882479	29910585
SEZ6L2	NM_001114100	rs12716973	0.471388	chr16	29937651	29882479	29910585
SEZ6L2	NM_001243333	rs12716973	0.471388	chr16	29937651	29882479	29910585
SEZ6L2	NM_201575	rs12716973	0.471388	chr16	29937651	29882479	29910585
KCTD13	NR_110933	rs12716973	0.471388	chr16	29937651	29917656	29937553
TAOK2	NM_016151	rs12716973	0.471388	chr16	29937651	29985187	29999726
TMEM219	NM_001083613	rs12716973	0.471388	chr16	29937651	29973350	29984373
ASPHD1	NM_181718	rs12716973	0.471388	chr16	29937651	29911808	29917377
KCTD13	NM_178863	rs12716973	0.471388	chr16	29937651	29917660	29937547
TAOK2	NM_004783	rs12716973	0.471388	chr16	29937651	29985187	30003582
TAOK2	NM_001252043	rs12716973	0.471388	chr16	29937651	29985187	29999726
TMEM219	NM_194280	rs12716973	0.471388	chr16	29937651	29973350	29984373
BCL11B	NM_022898	rs12895055	0.285257	chr14	99712793	99635624	99738050
BCL11B	NM_138576	rs12895055	0.285257	chr14	99712793	99635624	99738050
BCL11B	NM_001282238	rs12895055	0.285257	chr14	99712793	99635624	99738050
BCL11B	NM_001282237	rs12895055	0.285257	chr14	99712793	99635624	99738050
NULL	NULL	rs17200916	0.497829	chr3	17844751	NULL	NULL
NGEF	NM_019850	rs186132169	0	chr2	233792971	233743411	233877966
SNORC	NM_001346120	rs186132169	0	chr2	233792971	233734341	233743414
SNORC	NR_144372	rs186132169	0	chr2	233792971	233740489	233743414
SNORC	NR_144371	rs186132169	0	chr2	233792971	233740319	233743414
SNORC	NM_001346121	rs186132169	0	chr2	233792971	233740137	233743414
NGEF	NM_001114090	rs186132169	0	chr2	233792971	233743395	233792861
SNORC	NM_001346122	rs186132169	0	chr2	233792971	233733723	233743414
SNORC	NM_206895	rs186132169	0	chr2	233792971	233734803	233743414
VPS45	NM_007259	rs2027349	0.359998	chr1	150039677	150039832	150117507
VPS45	NR_103998	rs2027349	0.359998	chr1	150039677	150039724	150117505
VPS45	NM_001279353	rs2027349	0.359998	chr1	150039677	150039349	150117505
VPS45	NM_001279354	rs2027349	0.359998	chr1	150039677	150039724	150117505
KMT2E	NM_018682	rs2192932	0.392511	chr7	104653264	104654636	104754532
KMT2E	NM_182931	rs2192932	0.392511	chr7	104653264	104654636	104754532
LINC01004	NR_039981	rs2192932	0.392511	chr7	104653264	104622193	104631612
KMT2E-AS1	NR_024586	rs2192932	0.392511	chr7	104653264	104650988	104654588
RERE	NM_012102	rs301791	0.316	chr1	8468371	8412463	8877699
RERE	NM_001042681	rs301791	0.316	chr1	8468371	8412463	8877699
RERE-AS1	NR_125999	rs301791	0.316	chr1	8468371	8484704	8495076
RERE	NM_001042682	rs301791	0.316	chr1	8468371	8412463	8483747
LRP1	NM_002332	rs324015	0.414905	chr12	57490099	57522281	57607125
LRP1-AS	NR_131938	rs324015	0.414905	chr12	57490099	57538402	57541402
STAT6	NR_033659	rs324015	0.414905	chr12	57490099	57489186	57505196
STAT6	NM_001178080	rs324015	0.414905	chr12	57490099	57489186	57505196
STAT6	NM_001178081	rs324015	0.414905	chr12	57490099	57489186	57505196
MYO1A	NM_001256041	rs324015	0.414905	chr12	57490099	57422300	57444549
NEMP1	NM_015257	rs324015	0.414905	chr12	57490099	57449425	57472574
NAB2	NM_005967	rs324015	0.414905	chr12	57490099	57482676	57489259
STAT6	NM_003153	rs324015	0.414905	chr12	57490099	57489186	57505196
STAT6	NM_001178078	rs324015	0.414905	chr12	57490099	57489186	57505196
MYO1A	NM_005379	rs324015	0.414905	chr12	57490099	57422300	57443901
NAB2	NM_001330305	rs324015	0.414905	chr12	57490099	57482676	57489259
STAT6	NM_001178079	rs324015	0.414905	chr12	57490099	57489186	57504089
NEMP1	NM_001130963	rs324015	0.414905	chr12	57490099	57449425	57472574
LRP1	NM_002332	rs324017	0.429837	chr12	57487813	57522281	57607125
STAT6	NR_033659	rs324017	0.429837	chr12	57487813	57489186	57505196
STAT6	NM_001178080	rs324017	0.429837	chr12	57487813	57489186	57505196
STAT6	NM_001178081	rs324017	0.429837	chr12	57487813	57489186	57505196
MYO1A	NM_001256041	rs324017	0.429837	chr12	57487813	57422300	57444549
NEMP1	NM_015257	rs324017	0.429837	chr12	57487813	57449425	57472574
NAB2	NM_005967	rs324017	0.429837	chr12	57487813	57482676	57489259
STAT6	NM_003153	rs324017	0.429837	chr12	57487813	57489186	57505196
STAT6	NM_001178078	rs324017	0.429837	chr12	57487813	57489186	57505196
MYO1A	NM_005379	rs324017	0.429837	chr12	57487813	57422300	57443901
NAB2	NM_001330305	rs324017	0.429837	chr12	57487813	57482676	57489259
STAT6	NM_001178079	rs324017	0.429837	chr12	57487813	57489186	57504089
NEMP1	NM_001130963	rs324017	0.429837	chr12	57487813	57449425	57472574
PPP1R13B	NM_015316	rs3861678	0.39214	chr14	104322025	104200087	104313927
LINC00637	NR_038436	rs3861678	0.39214	chr14	104322025	104314057	104324386
PCDHA3	NM_018906	rs4151680	0.483345	chr5	140186656	140180782	140391929
PCDHA2	NM_018905	rs4151680	0.483345	chr5	140186656	140174443	140391929
PCDHA10	NM_018901	rs4151680	0.483345	chr5	140186656	140235467	140391929
PCDHA9	NM_031857	rs4151680	0.483345	chr5	140186656	140227356	140391929
PCDHA7	NM_018910	rs4151680	0.483345	chr5	140186656	140213968	140391929
PCDHA5	NM_018908	rs4151680	0.483345	chr5	140186656	140201360	140391929
PCDHA4	NM_018907	rs4151680	0.483345	chr5	140186656	140186658	140391929
PCDHA6	NM_031849	rs4151680	0.483345	chr5	140186656	140207506	140391929
PCDHA6	NM_018909	rs4151680	0.483345	chr5	140186656	140207544	140391931
PCDHA8	NM_018911	rs4151680	0.483345	chr5	140186656	140220771	140391931
PCDHA1	NM_018900	rs4151680	0.483345	chr5	140186656	140165720	140391929
PCDHA1	NM_031411	rs4151680	0.483345	chr5	140186656	140165720	140391929
PCDHA10	NM_031860	rs4151680	0.483345	chr5	140186656	140235467	140391929
PCDHA10	NM_031859	rs4151680	0.483345	chr5	140186656	140235467	140238168
PCDHA6	NM_031848	rs4151680	0.483345	chr5	140186656	140207506	140210088
PCDHA8	NM_031856	rs4151680	0.483345	chr5	140186656	140220906	140223351
PCDHA7	NM_031852	rs4151680	0.483345	chr5	140186656	140213968	140216338
PCDHA9	NM_014005	rs4151680	0.483345	chr5	140186656	140227356	140233744
PCDHA5	NM_031501	rs4151680	0.483345	chr5	140186656	140201360	140203811
PCDHA4	NM_031500	rs4151680	0.483345	chr5	140186656	140186658	140189252
PCDHA3	NM_031497	rs4151680	0.483345	chr5	140186656	140180782	140183257
PCDHA2	NM_031496	rs4151680	0.483345	chr5	140186656	140174443	140185204
PCDHA2	NM_031495	rs4151680	0.483345	chr5	140186656	140174443	140177062
PCDHA1	NM_031410	rs4151680	0.483345	chr5	140186656	140165720	140168445
GALNT10	NM_198321	rs520843	0.356383	chr5	153638218	153570294	153800543
PPP1R16B	NM_001172735	rs6071578	0.433963	chr20	37440917	37434335	37551667
PPP1R16B	NM_015568	rs6071578	0.433963	chr20	37440917	37434335	37551667
ACTR5	NM_024855	rs6071578	0.433963	chr20	37440917	37377096	37401089
TRMT61A	NM_152307	rs7148456	0.392344	chr14	104028269	103995508	104003410
BAG5	NM_004873	rs7148456	0.392344	chr14	104028269	104022880	104028655
APOPT1	NR_126432	rs7148456	0.392344	chr14	104028269	104029293	104057236
APOPT1	NM_001302654	rs7148456	0.392344	chr14	104028269	104029293	104041069
APOPT1	NM_001302653	rs7148456	0.392344	chr14	104028269	104029293	104057236
APOPT1	NM_001302652	rs7148456	0.392344	chr14	104028269	104029293	104057236
CKB	NM_001823	rs7148456	0.392344	chr14	104028269	103985994	103989196
APOPT1	NR_126431	rs7148456	0.392344	chr14	104028269	104029293	104057236
APOPT1	NM_032374	rs7148456	0.392344	chr14	104028269	104029293	104058510
BAG5	NM_001015049	rs7148456	0.392344	chr14	104028269	104022880	104028655
BAG5	NM_001015048	rs7148456	0.392344	chr14	104028269	104022880	104029151
CKB	NM_001362531	rs7148456	0.392344	chr14	104028269	103985994	103989196
CHRNA3	NR_046313	rs7170068	0.463451	chr15	78912942	78885394	78913637
CHRNA3	NM_001166694	rs7170068	0.463451	chr15	78912942	78885394	78913637
CHRNA3	NM_000743	rs7170068	0.463451	chr15	78912942	78887646	78913637
CHRNA5	NM_001307945	rs7170068	0.463451	chr15	78912942	78857861	78887611
CHRNA5	NM_000745	rs7170068	0.463451	chr15	78912942	78857861	78887611
CHRNB4	NM_001256567	rs7170068	0.463451	chr15	78912942	78916452	78933587
CHRNB4	NM_000750	rs7170068	0.463451	chr15	78912942	78916452	78933587
SNX19	NM_001347927	rs7936858	0.217551	chr11	130732099	130745765	130786382
LINC02551	NR_125383	rs7936858	0.217551	chr11	130732099	130714087	130732005
SNX19	NM_001347926	rs7936858	0.217551	chr11	130732099	130745765	130786382
LOC103611081	NR_125382	rs7936858	0.217551	chr11	130732099	130736143	130740142
SNX19	NM_014758	rs7936858	0.217551	chr11	130732099	130745765	130786382
SNX19	NM_001301089	rs7936858	0.217551	chr11	130732099	130745765	130786382
SNX19	NM_001347923	rs7936858	0.217551	chr11	130732099	130745765	130786382
SNX19	NM_001347925	rs7936858	0.217551	chr11	130732099	130745765	130786382
SNX19	NM_001347924	rs7936858	0.217551	chr11	130732099	130745765	130786382
SNX19	NR_144939	rs7936858	0.217551	chr11	130732099	130745765	130786382
SNX19	NM_001347921	rs7936858	0.217551	chr11	130732099	130775551	130786382
SNX19	NM_001347922	rs7936858	0.217551	chr11	130732099	130745765	130786382
SNX19	NM_001347920	rs7936858	0.217551	chr11	130732099	130771557	130786382
SNX19	NM_001347919	rs7936858	0.217551	chr11	130732099	130745765	130786382
SNX19	NM_001347918	rs7936858	0.217551	chr11	130732099	130745765	130786382
DPYD	NM_001160301	rs9661794	0.384785	chr1	98336328	98185313	98386615
DPYD	NM_000110	rs9661794	0.384785	chr1	98336328	97543299	98386615
TRANK1	NM_001329998	rs9882911	0.428484	chr3	36885391	36868307	36986548
TRANK1	NM_014831	rs9882911	0.428484	chr3	36885391	36868307	36986548
LINC02033	NR_147141	rs9882911	0.428484	chr3	36885391	36862040	36863991
