name2	name	name	avHet	chrom	chromStart	txStart	txEnd
DNAH1	NM_015512	rs10933	0.491732	chr3	52719815	52350334	52434513
WDR82	NM_025222	rs10933	0.491732	chr3	52719815	52288437	52312659
PBRM1	NM_001366072	rs10933	0.491732	chr3	52719815	52579367	52719929
PBRM1	NM_001350078	rs10933	0.491732	chr3	52719815	52579367	52719866
PBRM1	NM_001350076	rs10933	0.491732	chr3	52719815	52579367	52719866
PBRM1	NM_001350075	rs10933	0.491732	chr3	52719815	52579367	52719866
PRKCD	NM_006254	rs10933	0.491732	chr3	52719815	53195222	53226733
ITIH1	NM_001166436	rs10933	0.491732	chr3	52719815	52813941	52826084
PBRM1	NM_001366076	rs10933	0.491732	chr3	52719815	52579367	52719929
PRKCD	NM_001354676	rs10933	0.491732	chr3	52719815	53202681	53226733
PBRM1	NM_018313	rs10933	0.491732	chr3	52719815	52579367	52719866
ITIH1	NM_001166434	rs10933	0.491732	chr3	52719815	52812508	52826084
PBRM1	NM_001350077	rs10933	0.491732	chr3	52719815	52579367	52719575
PRKCD	NM_212539	rs10933	0.491732	chr3	52719815	53195222	53226733
NT5DC2	NM_022908	rs10933	0.491732	chr3	52719815	52558384	52569093
NT5DC2	NM_001134231	rs10933	0.491732	chr3	52719815	52558402	52567873
PBRM1	NM_001350074	rs10933	0.491732	chr3	52719815	52579367	52719575
PBRM1	NM_001366075	rs10933	0.491732	chr3	52719815	52579367	52719929
PBRM1	NM_001366074	rs10933	0.491732	chr3	52719815	52579367	52719929
PBRM1	NM_001350079	rs10933	0.491732	chr3	52719815	52579367	52719866
PBRM1	NM_001366071	rs10933	0.491732	chr3	52719815	52579367	52719929
PRKCD	NM_001316327	rs10933	0.491732	chr3	52719815	53195536	53226733
PRKCD	NM_001354680	rs10933	0.491732	chr3	52719815	53195222	53226733
SFMBT1	NM_016329	rs10933	0.491732	chr3	52719815	52937588	53080089
PBRM1	NM_001366073	rs10933	0.491732	chr3	52719815	52579367	52719929
ITIH1	NM_002215	rs10933	0.491732	chr3	52719815	52811601	52826084
PBRM1	NM_181042	rs10933	0.491732	chr3	52719815	52579404	52719796
PBRM1	NM_001366070	rs10933	0.491732	chr3	52719815	52579367	52719929
ITIH1	NM_001166435	rs10933	0.491732	chr3	52719815	52813936	52826084
PRKCD	NM_001354678	rs10933	0.491732	chr3	52719815	53202681	53226733
